student_id,cgpa,Department,course_1_name,course_1_grade,Course_1_effect_cgpa,course_2_name,course_2_grade,Course_2_effect_cgpa,course_3_name,course_3_grade,Course_3_effect_cgpa,course_4_name,course_4_grade,Course_4_effect_cgpa,open_elective_1_name,open_elective_1_grade,open_elective_1_effect_cgpa,open_elective_2_name,open_elective_2_grade,open_elective_2_effect_cgpa,open_elective_3_name,open_elective_3_grade,open_elective_3_effect_cgpa,skills_1,skills_2,skills_3,Technical_skill_1,Technical_skill_2
RA2112062436832,6.27,NWC,Ethical AI Practices,B,good,Game Design Principles,B,good,Quantum Cryptography,F,good,Computer Network Design,B,good,Introduction to Environmental Gender Studies,F,good,Introduction to Environmental Chemistry,C,good,Artificial Intelligence Fundamentals,C,good,content marketing,web analytics,customer relationship management,Web Development,Flask
RA2102086114673,5.36,CTECH,Information Security Governance,C,good,Agile Software Development,C,good,Digital Marketing Strategies,B,good,Cloud Architecture Design,B,good,Introduction to Environmental Chemistry,F,good,Introduction to Environmental Psychology,B,good,Cybersecurity Basics,C,good,content strategy,financial planning,data visualization,Vue.js,Scala
RA2123079760153,8.18,CINTEL,IT Risk Assessment,B+,bad,Cyber Law and Ethics,B+,bad,Digital Content Strategy,A,bad,Business Process Reengineering,B,good,Mindfulness and Stress Management,A,good,Introduction to Environmental Law,A,bad,Mindfulness and Stress Management,A+,bad,budgeting,time management,photography,5G Networks,MongoDB
RA2111005089937,8.48,NWC,Social Media Analytics,B+,bad,Health Informatics,A+,bad,Strategic IT Planning,B+,good,Database Administration,A+,bad,Introduction to Sociology,A+,bad,Introduction to Sociology,B,bad,Introduction to Environmental Geology,A,bad,strategic planning,customer relationship management,sales,Ruby,PHP
RA2101125445417,8.09,CINTEL,Blockchain Implementation,A,bad,Agile Software Development,B,bad,Big Data Processing,B,bad,Supply Chain Management Systems,A,bad,Introduction to Physics,A+,good,Introduction to Environmental Science,B+,bad,Introduction to Graphic Novels,B+,bad,graphic design,data visualization,media relations,Database Administration,Python
RA2121256877524,8.73,CTECH,Data Privacy Regulations,B+,bad,Cloud Security Solutions,A+,bad,Computer Network Design,B,bad,Network Programming,A+,bad,Introduction to Environmental Planning,A,bad,Introduction to Political Science,B,good,Introduction to Environmental Engineering,B+,bad,event planning,email marketing,client relations,Kanban,TypeScript
RA2103060965481,5.78,DSBS,Web Development Frameworks,C,good,Social Media Marketing,F,good,Internet of Things,B,good,Cybersecurity Frameworks,F,good,Introduction to Ethical Hacking,C,good,Introduction to Marine Biology,C,good,Introduction to World Religions,F,good,market analysis,content strategy,event coordination,Internet of Things,Kotlin
RA2121183398082,9.41,CINTEL,Data Visualization Techniques,A+,bad,Cloud Computing Technologies,O,bad,Digital Product Launch,A+,bad,Health Information Exchange,A+,bad,Creative Problem Solving,A+,bad,Introduction to Archaeology,A,bad,Introduction to Archaeology,A,good,networking,email marketing,business development,Python,Spark
RA2122064538011,7.53,CTECH,Big Data Processing,C,good,IT Governance Frameworks,F,good,IT Project Portfolio Management,F,good,Computer Forensics,C,good,Introduction to Robotics,B,good,Introduction to Environmental Justice,C,good,Introduction to Environmental Communication,C,good,content management,user experience design,financial analysis,Redux,Troubleshooting
RA2122170317705,6.43,CTECH,Software Testing Methods,C,good,Data Privacy Regulations,F,good,Social Networking Platforms,F,good,Cyber Law and Ethics,F,good,Introduction to Bioinformatics,F,good,Introduction to Philosophy,F,good,Introduction to Photography,B,good,content creation,market analysis,programming,HTML,Containerization
RA2122035878957,6.45,CTECH,Internet of Things,B,good,Digital Product Management,C,good,Blockchain Implementation,F,good,Predictive Analytics Models,C,good,Introduction to Environmental Communication,C,good,Introduction to Geology,B,good,Introduction to Sustainable Agriculture,C,good,research,strategic planning,video production,Data Science,Smart Contracts
RA2102034811072,7.21,DSBS,Internet Marketing Strategies,C,good,Big Data Analytics,C,good,Network Security Analysis,F,good,Machine Learning Algorithms,C,good,Introduction to Astronomy,F,good,Introduction to Environmental Mathematics,B,good,Introduction to History,B,good,copywriting,networking,data mining,Spring Boot,Hadoop
RA2110050769195,8.49,NWC,Virtual Reality Applications,B+,good,Digital Marketing Strategies,B,good,Computer Network Design,A+,bad,Web Application Security,A,bad,Culinary Arts,A,bad,Introduction to Environmental Philosophy,B+,bad,Introduction to Linguistics,A,bad,presentation skills,branding,web analytics,Express.js,C#
RA2101356832945,9.12,NWC,Health Information Exchange,A+,good,Machine Learning Applications,A+,bad,Business Intelligence Tools,A+,bad,Software Configuration Management,O,bad,Introduction to Environmental Economics,O,bad,Introduction to Psychology,A+,bad,Introduction to Environmental Marine Biology,A,good,branding,media relations,sales,C#,Java
RA2111169101342,5.26,CINTEL,Software Development Lifecycle,F,bad,Supply Chain Management Systems,F,bad,Mobile App Development,F,bad,Software Testing Methods,F,bad,Introduction to Environmental Computer Science,B,bad,User Experience Design,F,bad,Introduction to Astronomy,C,bad,event planning,web analytics,strategic planning,Data Science,Continuous Integration
RA2102097588108,7.87,NWC,Digital Communication Strategies,C,good,Predictive Analytics Models,B,good,Ethical AI Practices,F,good,IT Project Portfolio Management,C,good,Introduction to Environmental Philosophy,C,good,Financial Literacy,B,good,Introduction to Urban Planning,B,good,financial analysis,budgeting,content management,Hadoop,PyTorch
RA2103041325299,9.18,DSBS,Health Information Exchange,A,good,Cybersecurity Frameworks,A,bad,Mobile App Testing,O,good,Machine Learning Applications,A+,bad,Introduction to Environmental Education,A,bad,Creative Coding,A,good,Introduction to Philosophy,O,good,web development,event planning,event production,Cloud Security,Penetration Testing
RA2103279866670,9.16,CTECH,Digital Communication Strategies,O,good,Agile Project Management,A,bad,Cloud Security Solutions,O,good,Supply Chain Management Systems,A+,bad,Introduction to Nutrition,O,bad,Introduction to Astronomy,A,good,Introduction to Chemistry,A,bad,public speaking,networking,database management,Sass,Mobile Development
RA2102015418624,9.02,NWC,Data Science Techniques,A+,bad,Social Media Engagement,O,bad,User Interface Design,O,bad,IT Infrastructure Management,A,bad,Introduction to Chemistry,O,good,History of Jazz Music,O,bad,Financial Literacy,O,bad,graphic design,web development,strategic planning,Deep Learning,Technical Support
RA2121341831411,5.91,CINTEL,Quantum Cryptography,F,bad,Network Security Protocols,B,bad,Network Security Analysis,F,bad,Game Development Principles,B,bad,Introduction to Gender Studies,F,bad,Introduction to Ethical Hacking,B,bad,Introduction to Environmental Literature,F,bad,event production,accounting,networking,Smart Contracts,Firebase
RA2102186787895,9.3,CINTEL,Network Security Analysis,A+,bad,User Experience Design,A+,good,IT Infrastructure Management,A+,good,Cloud Architecture Design,A+,bad,Introduction to Forensic Science,A,good,Creative Writing Workshop,A,good,Introduction to Environmental Education,A+,good,accounting,email marketing,sales,Backbone.js,Python
RA2103263807295,7.62,CINTEL,Strategic IT Planning,B,good,Supply Chain Optimization,F,good,Data Warehousing Design,F,good,Risk Management Strategies,B,good,Introduction to Literature,B,good,Financial Literacy,C,good,Introduction to Environmental Education,C,good,business development,market research,market research,Microservices,Data Engineering
RA2120110770465,9.4,DSBS,Digital Advertising Campaigns,A,bad,Cloud Migration Planning,A+,bad,Digital Strategy Implementation,A,good,E-commerce Integration,A+,bad,Introduction to Nutrition,A,bad,Introduction to Environmental Geography,A+,bad,Introduction to World Religions,A,bad,financial analysis,event coordination,content strategy,Data Engineering,React
RA2103185195947,9.36,DSBS,Web Development Tools,A,bad,Data Mining Techniques,A+,bad,Data Visualization Techniques,O,bad,Wireless Networking Technologies,A+,bad,User Experience Design,A+,good,Introduction to Environmental Physics,O,bad,Interior Design Basics,A,bad,leadership,forecasting,social media marketing,Blockchain,Sass
RA2102287505367,7.59,CINTEL,Game Development Principles,B,good,Digital Health Records,F,good,IoT Device Management,C,good,Digital Strategy Implementation,F,good,Introduction to Anthropology,C,good,Introduction to Nutrition,C,good,Introduction to Environmental Geology,B,good,programming,creative writing,content creation,Rust,Python
RA2120006278746,7.29,NWC,IT Infrastructure Management,B,good,Risk Management Strategies,C,good,Digital Product Management,F,good,Network Programming,B,good,Creative Writing Workshop,F,good,Introduction to World Religions,F,good,Fashion Design Workshop,C,good,data mining,critical thinking,database management,Django,Penetration Testing
RA2102039603303,7.18,CINTEL,Big Data Analytics,C,good,Robotic Process Automation,B,good,Data Mining Techniques,B,good,Social Networking Platforms,C,good,Introduction to Literature,F,good,Introduction to Gender Studies,C,good,Exploring World Cuisines,B,good,analytical thinking,leadership,public speaking,RESTful APIs,IT Infrastructure
RA2110108550234,6.8,NWC,Digital Product Management,B,good,Software Testing Methods,B,good,Digital Communication Strategies,C,good,Digital Product Launch,F,good,Introduction to Forensic Science,B,good,Introduction to Environmental Philosophy,F,good,Introduction to Medicine,B,good,content management,programming,market analysis,Microservices,Redux
RA2120361014371,6.72,NWC,IT Governance Compliance,B,good,Digital Marketing Analytics,F,good,Data Warehousing Design,F,good,IT Governance Frameworks,F,good,The Art of Storytelling,C,good,Introduction to Political Science,C,good,Introduction to Archaeology,C,good,research,financial analysis,data mining,Data Science,Blockchain
RA2101131441999,5.18,NWC,Digital Product Launch,F,bad,E-commerce Integration,B,bad,Artificial Neural Networks,F,bad,E-commerce Platforms,C,bad,Personal Finance Management,B,bad,Introduction to Graphic Novels,B,bad,Health and Wellness,C,bad,strategic planning,content management,survey design,Kanban,Technical Writing
RA2112236666329,6.08,CINTEL,Project Management Fundamentals,C,good,Data Science Techniques,F,good,IT Service Delivery,B,good,Digital Marketing Analytics,C,good,Introduction to Photography,B,good,Introduction to Environmental Marine Biology,B,good,Introduction to Environmental Studies,B,good,content management,email management,user experience design,IT Infrastructure,Technical Writing
RA2103290320638,7.97,CINTEL,Web Development Tools,B,good,Predictive Analytics Models,F,good,User Interface Design,B,good,Software Testing Methods,C,good,Introduction to Ethical Hacking,B,good,Introduction to Environmental Justice,B,good,Introduction to Marine Biology,C,good,strategic planning,video editing,web analytics,Penetration Testing,Behavior-Driven Development
RA2111161569124,9.42,NWC,Software Configuration Management,A,good,Digital Marketing Strategies,A+,bad,Network Security Protocols,A,bad,Health Information Exchange,O,bad,Introduction to Environmental History,A+,bad,Introduction to Medicine,A,bad,Introduction to Environmental Justice,A,bad,teamwork,content strategy,customer relationship management,Continuous Integration,C#
RA2111323111592,5.15,CTECH,User Interface Design,C,good,Digital Content Creation,B,good,Cybersecurity Essentials,F,good,Internet Marketing Strategies,B,good,Introduction to Bioinformatics,C,good,Introduction to Public Health,C,good,Introduction to Environmental Planning,B,good,social networking,content marketing,time management,Pig,5G Networks
RA2123322965369,9.48,DSBS,Strategic IT Planning,O,bad,IT Governance Frameworks,A+,bad,Digital Strategy Implementation,O,bad,IoT Device Management,A,bad,Artificial Intelligence Fundamentals,A,bad,Introduction to Physics,A+,bad,Introduction to Environmental Regulation,A+,good,web design,event production,financial planning,CSS,Code Review
RA2112246632418,8.04,NWC,Data Warehousing Solutions,B,bad,Cybersecurity Frameworks,A+,bad,Digital Content Creation,B,bad,Digital Marketing Strategies,A+,bad,Introduction to Astronomy,B,bad,Introduction to Environmental Geology,A+,bad,Mobile App Development,A,good,web development,event marketing,budgeting,Troubleshooting,Bootstrap
RA2110302404347,7.18,NWC,Social Media Management,B,good,Network Security Protocols,C,good,Computer Network Design,B,good,Health Information Exchange,C,good,Music Theory and Composition,B,good,Creative Writing Workshop,B,good,Introduction to Environmental Studies,B,good,SEO optimization,project coordination,presentation skills,CSS,Cryptocurrency
RA2122300333568,9.61,DSBS,Game Design Principles,A,bad,IoT Security Measures,A,bad,Blockchain Development,A,bad,Agile Project Management,A+,bad,Introduction to Environmental Psychology,A+,good,Introduction to Linguistics,A,bad,Environmental Sustainability,A,bad,content creation,public speaking,email management,Agile Coaching,Natural Language Processing
RA2101391476721,9.9,DSBS,Big Data Analytics,O,bad,Network Security Analysis,O,bad,Quantum Computing Concepts,A+,bad,Project Management Fundamentals,A,bad,Introduction to Film Studies,A,bad,Introduction to Photography,A+,good,Introduction to Criminal Justice,A+,bad,project coordination,data analysis,content strategy,Serverless Architecture,Technical Writing
RA2112148366652,6.44,CTECH,User Experience Design,C,good,Mobile App Development,B,good,Game Design Principles,F,good,Internet of Things,F,good,Introduction to Environmental Design,F,good,Creative Coding,B,good,Introduction to Ethical Hacking,C,good,public speaking,project coordination,strategic planning,Laravel,C#
